شباهت_محتوای_یکتا,فایل الف,فایل ب,عنوان الف,عنوان ب,یکتای الف,یکتای ب,لینک_ورودی_الف,لینک_ورودی_ب
0.716,knowledge-center/kc-customs-clearance.html,knowledge-center/kc-energy-management-oil-gas.html,راهنمای کامل ترخیص گمرکی کالاهای صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل مدیریت انرژی در صنایع نفت و گاز؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1107,1124,3,4
0.716,knowledge-center/kc-control-room-equipment-standards.html,knowledge-center/kc-ngl-lpg-lng.html,راهنمای کامل اتاق کنترل صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,"راهنمای کامل تجهیزات خطوط گاز طبیعی (NGL, LPG, LNG)",1117,1131,3,4
0.715,knowledge-center/kc-chemical-injection.html,knowledge-center/kc-fire-alarm-detection-system.html,راهنمای کامل سیستم تزریق مواد شیمیایی (Chemical Injection),راهنمای کامل سیستم آتش‌نشان و اعلام حریق صنعتی,1143,1131,4,1
0.715,knowledge-center/kc-level-measurement-6-methods.html,knowledge-center/kc-ngl-lpg-lng.html,راهنمای کامل اندازه‌گیری سطح در صنایع نفت و گاز,"راهنمای کامل تجهیزات خطوط گاز طبیعی (NGL, LPG, LNG)",1153,1131,2,4
0.715,knowledge-center/api-602-small-gate-valve.html,knowledge-center/asme-b31-3-process-piping-guide.html,استاندارد API 602 | پیشرو تجهیز فرتاک,راهنمای استاندارد ASME B31.3 | پیشرو تجهیز فرتاک,669,605,4,5
0.715,knowledge-center/kc-international-marketing-oil-gas.html,knowledge-center/kc-international-supply-contracts.html,راهنمای کامل بازاریابی بین‌المللی در صنایع نفت و گاز,راهنمای کامل قراردادهای تامین بین‌المللی تجهیزات صنعتی,1127,1107,5,10
0.715,knowledge-center/kc-customs-clearance.html,knowledge-center/kc-international-marketing-oil-gas.html,راهنمای کامل ترخیص گمرکی کالاهای صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل بازاریابی بین‌المللی در صنایع نفت و گاز,1107,1127,3,5
0.714,knowledge-center/kc-control-room-equipment-standards.html,knowledge-center/kc-offshore.html,راهنمای کامل اتاق کنترل صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل تجهیزات صنایع نفت و گاز فراساحل (Offshore),1117,1134,3,2
0.714,knowledge-center/kc-chemical-injection.html,knowledge-center/kc-lightning-protection-arrester.html,راهنمای کامل سیستم تزریق مواد شیمیایی (Chemical Injection),راهنمای کامل برقگیر و سیستم حفاظت در برابر صاعقه صنعتی,1143,1137,4,4
0.714,knowledge-center/kc-international-supply-contracts.html,knowledge-center/kc-oil-gas-export-terminal-equipment.html,راهنمای کامل قراردادهای تامین بین‌المللی تجهیزات صنعتی,راهنمای کامل تجهیزات پایانه‌های صادراتی نفت و گاز,1107,1128,10,4
0.714,knowledge-center/kc-customs-clearance.html,knowledge-center/kc-oil-gas-export-terminal-equipment.html,راهنمای کامل ترخیص گمرکی کالاهای صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل تجهیزات پایانه‌های صادراتی نفت و گاز,1107,1128,3,4
0.714,knowledge-center/flange-bolting-guide.html,knowledge-center/international-supply-contract-guide.html,راهنمای پیچ و مهره در اتصالات فلنجی صنعتی | پیشرو تجهیز فرتاک,راهنمای قراردادهای تامین بین‌المللی صنعتی | پیشرو تجهیز فرتاک,662,620,9,3
0.714,knowledge-center/flange-bolting-guide.html,knowledge-center/high-pressure-equipment-guide.html,راهنمای پیچ و مهره در اتصالات فلنجی صنعتی | پیشرو تجهیز فرتاک,راهنمای تجهیزات فشار قوی و فوق‌العاده صنعتی | پیشرو تجهیز فرتاک,662,637,9,3
0.713,knowledge-center/cement-industry-supply-guide.html,knowledge-center/control-valve-complete-guide.html,راهنمای تامین تجهیزات صنایع سیمان | پیشرو تجهیز فرتاک,راهنمای کامل شیر کنترل (Control Valve) صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,631,647,8,12
0.713,knowledge-center/kc-level-measurement-6-methods.html,knowledge-center/kc-offshore.html,راهنمای کامل اندازه‌گیری سطح در صنایع نفت و گاز,راهنمای کامل تجهیزات صنایع نفت و گاز فراساحل (Offshore),1153,1134,2,2
0.713,knowledge-center/kc-ansi-50-51-87-21.html,knowledge-center/kc-mv-switchgear.html,راهنمای کامل رله‌های حفاظتی در تابلو برق؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل تابلوهای برق فشار متوسط (MV Switchgear),1173,1251,8,6
0.713,knowledge-center/kc-flare-burner-equipment.html,knowledge-center/kc-lightning-protection-arrester.html,راهنمای کامل تجهیزات فلر و مشعل صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل برقگیر و سیستم حفاظت در برابر صاعقه صنعتی,1143,1137,1,4
0.713,knowledge-center/flange-bolting-guide.html,knowledge-center/industrial-customs-clearance-guide.html,راهنمای پیچ و مهره در اتصالات فلنجی صنعتی | پیشرو تجهیز فرتاک,راهنمای ترخیص گمرکی کالاهای صنعتی | پیشرو تجهیز فرتاک,662,621,9,4
0.713,knowledge-center/kc-intrusion-detection-access-control.html,knowledge-center/kc-oil-refinery-equipment.html,راهنمای کامل سیستم اعلام سرقت و کنترل دسترسی صنعتی,راهنمای کامل تجهیزات پالایشگاه نفت؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1077,1177,3,7
0.712,knowledge-center/kc-esd-fire-gas.html,knowledge-center/kc-oil-refinery-equipment.html,راهنمای کامل سیستم ESD و Fire &amp; Gas (F&amp;G),راهنمای کامل تجهیزات پالایشگاه نفت؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1093,1177,3,7
0.712,knowledge-center/api-602-small-gate-valve.html,knowledge-center/incoterms-industrial-trade-guide.html,استاندارد API 602 | پیشرو تجهیز فرتاک,راهنمای Incoterms 2024 در تجارت بین‌المللی صنعتی,669,620,4,3
0.71,knowledge-center/kc-chemical-injection.html,knowledge-center/kc-industrial-laboratory-equipment.html,راهنمای کامل سیستم تزریق مواد شیمیایی (Chemical Injection),راهنمای کامل تجهیزات آزمایشگاهی صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1143,1114,4,2
0.709,knowledge-center/control-valve-complete-guide.html,knowledge-center/electrical-brands-comparison.html,راهنمای کامل شیر کنترل (Control Valve) صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,مقایسه برندهای تجهیزات برق صنعتی | پیشرو تجهیز فرتاک,647,647,12,2
0.708,knowledge-center/kc-fire-alarm-detection-system.html,knowledge-center/kc-ngl-lpg-lng.html,راهنمای کامل سیستم آتش‌نشان و اعلام حریق صنعتی,"راهنمای کامل تجهیزات خطوط گاز طبیعی (NGL, LPG, LNG)",1131,1131,1,4
0.708,knowledge-center/kc-industrial-laboratory-equipment.html,knowledge-center/kc-oil-refinery-equipment.html,راهنمای کامل تجهیزات آزمایشگاهی صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل تجهیزات پالایشگاه نفت؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1114,1177,2,7
0.708,knowledge-center/kc-chemical-injection.html,knowledge-center/kc-control-room-equipment-standards.html,راهنمای کامل سیستم تزریق مواد شیمیایی (Chemical Injection),راهنمای کامل اتاق کنترل صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1143,1117,4,3
0.708,knowledge-center/kc-flowmeters-10-methods.html,knowledge-center/kc-gc-ph-o2-h2s.html,راهنمای کامل فلومترهای صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل آنالایزرهای فرآیندی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1268,1157,7,3
0.707,knowledge-center/epc-supply-chain-management-guide.html,knowledge-center/flange-bolting-guide.html,راهنمای مدیریت زنجیره تامین در پروژه‌های EPC | پیشرو تجهیز فرتاک,راهنمای پیچ و مهره در اتصالات فلنجی صنعتی | پیشرو تجهیز فرتاک,622,662,2,9
0.707,knowledge-center/kc-cement-industry-equipment.html,knowledge-center/kc-control-room-equipment-standards.html,راهنمای کامل تجهیزات صنایع سیمان؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل اتاق کنترل صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1147,1117,6,3
0.707,knowledge-center/kc-chemical-injection.html,knowledge-center/kc-flare-burner-equipment.html,راهنمای کامل سیستم تزریق مواد شیمیایی (Chemical Injection),راهنمای کامل تجهیزات فلر و مشعل صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1143,1143,4,1
0.707,knowledge-center/api-602-small-gate-valve.html,knowledge-center/corrosion-resistant-equipment-guide.html,استاندارد API 602 | پیشرو تجهیز فرتاک,راهنمای تجهیزات مقاوم به خوردگی صنعتی | پیشرو تجهیز فرتاک,669,625,4,1
0.707,knowledge-center/kc-fire-alarm-detection-system.html,knowledge-center/kc-offshore.html,راهنمای کامل سیستم آتش‌نشان و اعلام حریق صنعتی,راهنمای کامل تجهیزات صنایع نفت و گاز فراساحل (Offshore),1131,1134,1,2
0.707,knowledge-center/contactor-bimetal-guide.html,knowledge-center/flange-bolting-guide.html,راهنمای کنتاکتور و بی متال در برق صنعتی | پیشرو تجهیز فرتاک,راهنمای پیچ و مهره در اتصالات فلنجی صنعتی | پیشرو تجهیز فرتاک,647,662,3,9
0.706,knowledge-center/kc-flare-burner-equipment.html,knowledge-center/kc-oil-refinery-equipment.html,راهنمای کامل تجهیزات فلر و مشعل صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل تجهیزات پالایشگاه نفت؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1143,1177,1,7
0.706,knowledge-center/kc-chemical-injection.html,knowledge-center/kc-oil-refinery-equipment.html,راهنمای کامل سیستم تزریق مواد شیمیایی (Chemical Injection),راهنمای کامل تجهیزات پالایشگاه نفت؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1143,1177,4,7
0.706,knowledge-center/kc-chemical-injection.html,knowledge-center/kc-level-measurement-6-methods.html,راهنمای کامل سیستم تزریق مواد شیمیایی (Chemical Injection),راهنمای کامل اندازه‌گیری سطح در صنایع نفت و گاز,1143,1153,4,2
0.706,knowledge-center/kc-industrial-laboratory-equipment.html,knowledge-center/kc-level-measurement-6-methods.html,راهنمای کامل تجهیزات آزمایشگاهی صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل اندازه‌گیری سطح در صنایع نفت و گاز,1114,1153,2,2
0.704,knowledge-center/kc-control-room-equipment-standards.html,knowledge-center/kc-level-measurement-6-methods.html,راهنمای کامل اتاق کنترل صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل اندازه‌گیری سطح در صنایع نفت و گاز,1117,1153,3,2
0.704,knowledge-center/kc-control-room-equipment-standards.html,knowledge-center/kc-petrochemical-complex-equipment.html,راهنمای کامل اتاق کنترل صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل تجهیزات مجتمع پتروشیمی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1117,1154,3,4
0.701,knowledge-center/api-602-small-gate-valve.html,knowledge-center/international-supply-contract-guide.html,استاندارد API 602 | پیشرو تجهیز فرتاک,راهنمای قراردادهای تامین بین‌المللی صنعتی | پیشرو تجهیز فرتاک,669,620,4,3
0.7,knowledge-center/kc-cement-industry-equipment.html,knowledge-center/kc-fire-alarm-detection-system.html,راهنمای کامل تجهیزات صنایع سیمان؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل سیستم آتش‌نشان و اعلام حریق صنعتی,1147,1131,6,1
0.7,knowledge-center/api-602-small-gate-valve.html,knowledge-center/industrial-customs-clearance-guide.html,استاندارد API 602 | پیشرو تجهیز فرتاک,راهنمای ترخیص گمرکی کالاهای صنعتی | پیشرو تجهیز فرتاک,669,621,4,4
